userName,score,at,content,clean_content
Bobbelawabob1 Belawa,5,2025-09-07 10:49:21,lebih cepat' lebih bagus,lebih cepat' lebih bagus
Hadi Yanto,5,2025-09-07 10:49:11,"sekarang tambah bagus , operasi sistem sudah cepat ,,mantap deh","sekarang tambah bagus , operasi sistem sudah cepat ,,mantap deh"
Aji Wanaka,5,2025-09-07 10:48:28,yayay,yayay
Nong Ell,5,2025-09-07 10:47:29,sangat mudah dan amn,sangat mudah dan amn
refli rumampuk Epi rumampuk,5,2025-09-07 10:46:03,Alhamdulillah bisa nabung uang,alhamdulillah bisa nabung uang
Herman Tail,5,2025-09-07 10:45:07,sangat bagus,sangat bagus
LOMBOK TENGAH,5,2025-09-07 10:42:52,puas banget,puas banget
Nurcholis Adam,5,2025-09-07 10:40:13,"mudah dan cepat,terpercaya Apl Dana","mudah dan cepat,terpercaya apl dana"
Mahdi Syabana,5,2025-09-07 10:39:23,sangat bagus,sangat bagus
Diana Putri,1,2025-09-07 10:38:44,"Sudah berkali-kali upgrade premium upload KTP setelah selesai, tetap diauruh upgrade lagi dan lagi","sudah berkali-kali upgrade premium upload ktp setelah selesai, tetap diauruh upgrade lagi dan lagi"
Genzu Awonli,3,2025-09-07 10:37:52,Oke,oke
Egi Maulana,4,2025-09-07 10:36:36,aplikasi nyaman bagus 👍 tapi sering terjadi pending saat pembukaan pitur.tolong diperbaiki.,aplikasi nyaman bagus 👍 tapi sering terjadi pending saat pembukaan pitur.tolong diperbaiki.
Yamato Jr,5,2025-09-07 10:35:39,mantap pokok nya,mantap pokok nya
Didan Ar,5,2025-09-07 10:34:26,saya tidak bisa login,saya tidak bisa login
aria saputera,5,2025-09-07 10:34:19,sangat baik,sangat baik
Sumartiuyy Sumartiuyy,2,2025-09-07 10:32:13,ada kendala Mulu,ada kendala mulu
Samsung A12,2,2025-09-07 10:31:20,beres di download kenapa gak bisa masuk keluar terus ?,beres di download kenapa gak bisa masuk keluar terus ?
Lister Saragih,5,2025-09-07 10:30:04,agar bisa menyimpan uang,agar bisa menyimpan uang
Arbi Ansah,4,2025-09-07 10:29:16,min kenapa akun dana saya tidak bisa dibukak?? sudah 3 hari,min kenapa akun dana saya tidak bisa dibukak?? sudah 3 hari
Septiyantriyoko Yoko,5,2025-09-07 10:29:07,Bagus,bagus
