userName,score,at,content,clean_content,p1_lower,p2_tokens,p3_no_stop,p4_regex,p5_stem,p6_lemma,p7_pos,p8_ner,p9_chunk,p10_abbrev,p11_emoji,p12_aug
Maspion Brata,1,2025-09-07 11:23:08,"baru kali ini nyesel senyesal nya,barusan kejadian isi kuota tapi salah nomor,bukan sekali ngisi nomor ke tujuan yg benar,dan kalau kita isi nomor yg sering kita tuju pasti akan muncul otomatis nomor yg sering kita isi pulsa/kuota,aku klik otomatis nomor itu 4 kali saya cek sebelum klik kuota nya dan sudah benar,sampai costumer saya beberapa DM saya bahwasanya belum masuk,dan saya cek nota pembelian kenapa bisa nomor yg di tuju keliru ? sebelum saya klik pembelian nomor itu sudah benar loh,aneh","baru kali ini nyesel senyesal nya,barusan kejadian isi kuota tapi salah nomor,bukan sekali ngisi nomor ke tujuan yg benar,dan kalau kita isi nomor yg sering kita tuju pasti akan muncul otomatis nomor yg sering kita isi pulsa/kuota,aku klik otomatis nomor itu 4 kali saya cek sebelum klik kuota nya dan sudah benar,sampai costumer saya beberapa dm saya bahwasanya belum masuk,dan saya cek nota pembelian kenapa bisa nomor yg di tuju keliru ? sebelum saya klik pembelian nomor itu sudah benar loh,aneh","baru kali ini nyesel senyesal nya,barusan kejadian isi kuota tapi salah nomor,bukan sekali ngisi nomor ke tujuan yg benar,dan kalau kita isi nomor yg sering kita tuju pasti akan muncul otomatis nomor yg sering kita isi pulsa/kuota,aku klik otomatis nomor itu 4 kali saya cek sebelum klik kuota nya dan sudah benar,sampai costumer saya beberapa dm saya bahwasanya belum masuk,dan saya cek nota pembelian kenapa bisa nomor yg di tuju keliru ? sebelum saya klik pembelian nomor itu sudah benar loh,aneh","['baru', 'kali', 'ini', 'nyesel', 'senyesal', 'nya', ',', 'barusan', 'kejadian', 'isi', 'kuota', 'tapi', 'salah', 'nomor', ',', 'bukan', 'sekali', 'ngisi', 'nomor', 'ke', 'tujuan', 'yg', 'benar', ',', 'dan', 'kalau', 'kita', 'isi', 'nomor', 'yg', 'sering', 'kita', 'tuju', 'pasti', 'akan', 'muncul', 'otomatis', 'nomor', 'yg', 'sering', 'kita', 'isi', 'pulsa', '/', 'kuota', ',', 'aku', 'klik', 'otomatis', 'nomor', 'itu', '4', 'kali', 'saya', 'cek', 'sebelum', 'klik', 'kuota', 'nya', 'dan', 'sudah', 'benar', ',', 'sampai', 'costumer', 'saya', 'beberapa', 'dm', 'saya', 'bahwasanya', 'belum', 'masuk', ',', 'dan', 'saya', 'cek', 'nota', 'pembelian', 'kenapa', 'bisa', 'nomor', 'yg', 'di', 'tuju', 'keliru', '?', 'sebelum', 'saya', 'klik', 'pembelian', 'nomor', 'itu', 'sudah', 'benar', 'loh', ',', 'aneh']","['kali', 'nyesel', 'senyesal', 'nya', ',', 'barusan', 'kejadian', 'isi', 'kuota', 'salah', 'nomor', ',', 'ngisi', 'nomor', 'tujuan', 'yg', ',', 'isi', 'nomor', 'yg', 'tuju', 'muncul', 'otomatis', 'nomor', 'yg', 'isi', 'pulsa', '/', 'kuota', ',', 'klik', 'otomatis', 'nomor', '4', 'kali', 'cek', 'klik', 'kuota', 'nya', ',', 'costumer', 'dm', 'masuk', ',', 'cek', 'nota', 'pembelian', 'nomor', 'yg', 'tuju', 'keliru', '?', 'klik', 'pembelian', 'nomor', 'loh', ',', 'aneh']","['kali', 'nyesel', 'senyesal', 'nya', 'barusan', 'kejadian', 'isi', 'kuota', 'salah', 'nomor', 'ngisi', 'nomor', 'tujuan', 'yg', 'isi', 'nomor', 'yg', 'tuju', 'muncul', 'otomatis', 'nomor', 'yg', 'isi', 'pulsa', 'kuota', 'klik', 'otomatis', 'nomor', '4', 'kali', 'cek', 'klik', 'kuota', 'nya', 'costumer', 'dm', 'masuk', 'cek', 'nota', 'pembelian', 'nomor', 'yg', 'tuju', 'keliru', 'klik', 'pembelian', 'nomor', 'loh', 'aneh']","['kali', 'nyesel', 'senyesal', 'nya', 'barusan', 'jadi', 'isi', 'kuota', 'salah', 'nomor', 'ngisi', 'nomor', 'tuju', 'yg', 'isi', 'nomor', 'yg', 'tuju', 'muncul', 'otomatis', 'nomor', 'yg', 'isi', 'pulsa', 'kuota', 'klik', 'otomatis', 'nomor', '4', 'kali', 'cek', 'klik', 'kuota', 'nya', 'costumer', 'dm', 'masuk', 'cek', 'nota', 'beli', 'nomor', 'yg', 'tuju', 'keliru', 'klik', 'beli', 'nomor', 'loh', 'aneh']","['kali', 'nyesel', 'senyesal', 'nya', 'barusan', 'jadi', 'isi', 'kuota', 'salah', 'nomor', 'ngisi', 'nomor', 'tuju', 'yg', 'isi', 'nomor', 'yg', 'tuju', 'muncul', 'otomatis', 'nomor', 'yg', 'isi', 'pulsa', 'kuota', 'klik', 'otomatis', 'nomor', '4', 'kali', 'cek', 'klik', 'kuota', 'nya', 'costumer', 'dm', 'masuk', 'cek', 'nota', 'beli', 'nomor', 'yg', 'tuju', 'keliru', 'klik', 'beli', 'nomor', 'loh', 'aneh']","[('kali', 'VERB'), ('nyesel', 'NOUN'), ('senyesal', 'PROPN'), ('nya', 'PROPN'), ('barusan', 'PROPN'), ('jadi', 'PROPN'), ('isi', 'PROPN'), ('kuota', 'PROPN'), ('salah', 'PROPN'), ('nomor', 'PROPN'), ('ngisi', 'ADJ'), ('nomor', 'NOUN'), ('tuju', 'NOUN'), ('yg', 'PROPN'), ('isi', 'PROPN'), ('nomor', 'PROPN'), ('yg', 'PROPN'), ('tuju', 'PROPN'), ('muncul', 'PROPN'), ('otomatis', 'PROPN'), ('nomor', 'PROPN'), ('yg', 'PROPN'), ('isi', 'PROPN'), ('pulsa', 'PROPN'), ('kuota', 'PROPN'), ('klik', 'NOUN'), ('otomatis', 'PROPN'), ('nomor', 'PROPN'), ('4', 'NUM'), ('kali', 'PROPN'), ('cek', 'PROPN'), ('klik', 'PROPN'), ('kuota', 'PROPN'), ('nya', 'PROPN'), ('costumer', 'NOUN'), ('dm', 'PROPN'), ('masuk', 'PROPN'), ('cek', 'PROPN'), ('nota', 'PROPN'), ('beli', 'PROPN'), ('nomor', 'PROPN'), ('yg', 'PROPN'), ('tuju', 'PROPN'), ('keliru', 'PROPN'), ('klik', 'PROPN'), ('beli', 'PROPN'), ('nomor', 'PROPN'), ('loh', 'PROPN'), ('aneh', 'PROPN')]","[('kali nyesel', 'PERSON'), ('barusan jadi isi kuota', 'ORG'), ('salah nomor', 'PERSON'), ('ngisi', 'GPE'), ('4', 'CARDINAL'), ('nya costumer', 'PERSON'), ('masuk cek', 'ORG'), ('loh aneh', 'PERSON')]","[('nyesel senyesal nya barusan jadi isi kuota salah', 'NP'), ('ngisi nomor tuju', 'NP'), ('yg isi nomor', 'NP'), ('yg tuju muncul otomatis nomor', 'NP'), ('yg isi pulsa kuota klik otomatis nomor', 'NP'), ('dm masuk cek', 'NP'), ('nota beli nomor yg tuju', 'NP')]","['kali', 'nyesel', 'senyesal', 'nya', 'barusan', 'jadi', 'isi', 'kuota', 'salah', 'nomor', 'ngisi', 'nomor', 'tuju', 'yang', 'isi', 'nomor', 'yang', 'tuju', 'muncul', 'otomatis', 'nomor', 'yang', 'isi', 'pulsa', 'kuota', 'klik', 'otomatis', 'nomor', '4', 'kali', 'cek', 'klik', 'kuota', 'nya', 'costumer', 'dm', 'masuk', 'cek', 'nota', 'beli', 'nomor', 'yang', 'tuju', 'keliru', 'klik', 'beli', 'nomor', 'loh', 'aneh']","['kali', 'nyesel', 'senyesal', 'nya', 'barusan', 'jadi', 'isi', 'kuota', 'salah', 'nomor', 'ngisi', 'nomor', 'tuju', 'yang', 'isi', 'nomor', 'yang', 'tuju', 'muncul', 'otomatis', 'nomor', 'yang', 'isi', 'pulsa', 'kuota', 'klik', 'otomatis', 'nomor', '4', 'kali', 'cek', 'klik', 'kuota', 'nya', 'costumer', 'dm', 'masuk', 'cek', 'nota', 'beli', 'nomor', 'yang', 'tuju', 'keliru', 'klik', 'beli', 'nomor', 'loh', 'aneh']","['saltwort', 'nyesel', 'senyesal', 'nya', 'barusan', 'jadi', 'Directorate_for_Inter-Services_Intelligence', 'kuota', 'salat', 'nomor', 'ngisi', 'nomor', 'tuju', 'yang', 'Directorate_for_Inter-Services_Intelligence', 'nomor', 'yang', 'tuju', 'muncul', 'otomatis', 'nomor', 'yang', 'Directorate_for_Inter-Services_Intelligence', 'pulsa', 'kuota', 'klik', 'otomatis', 'nomor', 'four', 'saltwort', 'cek', 'klik', 'kuota', 'nya', 'costumier', 'diabetes_mellitus', 'masuk', 'cek', 'nota', 'beli', 'nomor', 'yang', 'tuju', 'keliru', 'klik', 'beli', 'nomor', 'loh', 'aneh']"
Ryo_ Otaku,5,2025-09-07 11:22:52,Kenapa Kalo login Habis itu di suruh Very Malah Keluar lagi di suruh Ngulang2 Terus anj Malas bet dah,kenapa kalo login habis itu di suruh very malah keluar lagi di suruh ngulang2 terus anj malas bet dah,kenapa kalo login habis itu di suruh very malah keluar lagi di suruh ngulang2 terus anj malas bet dah,"['kenapa', 'kalo', 'login', 'habis', 'itu', 'di', 'suruh', 'very', 'malah', 'keluar', 'lagi', 'di', 'suruh', 'ngulang', '2', 'terus', 'anj', 'malas', 'bet', 'dah']","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', '2', 'anj', 'malas', 'bet', 'dah']","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', '2', 'anj', 'malas', 'bet', 'dah']","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', '2', 'anj', 'malas', 'bet', 'dah']","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', '2', 'anj', 'malas', 'bet', 'dah']","[('kalo', 'VERB'), ('login', 'NOUN'), ('habis', 'NOUN'), ('suruh', 'PROPN'), ('suruh', 'PROPN'), ('ngulang', 'PROPN'), ('2', 'NUM'), ('anj', 'PROPN'), ('malas', 'PROPN'), ('bet', 'VERB'), ('dah', 'PROPN')]","[('2', 'CARDINAL')]","[('login habis', 'NP'), ('suruh suruh ngulang', 'NP'), ('2 anj malas', 'NP'), ('dah', 'NP')]","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', '2', 'anj', 'malas', 'bet', 'dah']","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', '2', 'anj', 'malas', 'bet', 'dah']","['kalo', 'login', 'habis', 'suruh', 'suruh', 'ngulang', 'two', 'anj', 'malas', 'stake', 'dash']"
Revalza nicolas,1,2025-09-07 11:21:29,apacoba malah suruh updet,apacoba malah suruh updet,apacoba malah suruh updet,"['apacoba', 'malah', 'suruh', 'updet']","['apacoba', 'suruh', 'updet']","['apacoba', 'suruh', 'updet']","['apacoba', 'suruh', 'updet']","['apacoba', 'suruh', 'updet']","[('apacoba', 'PROPN'), ('suruh', 'NOUN'), ('updet', 'NOUN')]",[],"[('apacoba suruh updet', 'NP')]","['apacoba', 'suruh', 'updet']","['apacoba', 'suruh', 'updet']","['apacoba', 'suruh', 'updet']"
AnggiTaufik R,1,2025-09-07 11:20:59,"ini aplikasi kenapa dah, suruh update mulu tapi gak ada yang bisa di update! Kocak kocak gajelas bgt","ini aplikasi kenapa dah, suruh update mulu tapi gak ada yang bisa di update! kocak kocak gajelas bgt","ini aplikasi kenapa dah, suruh update mulu tapi gak ada yang bisa di update! kocak kocak gajelas bgt","['ini', 'aplikasi', 'kenapa', 'dah', ',', 'suruh', 'update', 'mulu', 'tapi', 'gak', 'ada', 'yang', 'bisa', 'di', 'update', '!', 'kocak', 'kocak', 'gajelas', 'bgt']","['aplikasi', 'dah', ',', 'suruh', 'update', 'mulu', 'gak', 'update', '!', 'kocak', 'kocak', 'gajelas', 'bgt']","['aplikasi', 'dah', 'suruh', 'update', 'mulu', 'gak', 'update', 'kocak', 'kocak', 'gajelas', 'bgt']","['aplikasi', 'dah', 'suruh', 'update', 'mulu', 'gak', 'update', 'kocak', 'kocak', 'gajelas', 'bgt']","['aplikasi', 'dah', 'suruh', 'update', 'mulu', 'gak', 'update', 'kocak', 'kocak', 'gajelas', 'bgt']","[('aplikasi', 'PROPN'), ('dah', 'PROPN'), ('suruh', 'PROPN'), ('update', 'PROPN'), ('mulu', 'PROPN'), ('gak', 'PROPN'), ('update', 'NOUN'), ('kocak', 'PROPN'), ('kocak', 'PROPN'), ('gajelas', 'PROPN'), ('bgt', 'PROPN')]","[('aplikasi dah', 'ORG')]","[('aplikasi dah suruh update mulu gak update kocak kocak', 'NP'), ('gajelas bgt', 'NP')]","['aplikasi', 'dah', 'suruh', 'update', 'mulu', 'gak', 'update', 'kocak', 'kocak', 'gajelas', 'bgt']","['aplikasi', 'dah', 'suruh', 'update', 'mulu', 'gak', 'update', 'kocak', 'kocak', 'gajelas', 'bgt']","['aplikasi', 'dash', 'suruh', 'update', 'mulu', 'gak', 'update', 'kocak', 'kocak', 'gajelas', 'bgt']"
AGUS SUGIH,5,2025-09-07 11:20:43,Keren,keren,keren,['keren'],['keren'],['keren'],['keren'],['keren'],"[('keren', 'PROPN')]",[],"[('keren', 'NP')]",['keren'],['keren'],['keren']
Dafa Ihktibar Dabutar,5,2025-09-07 11:19:52,"bagus dan mantap, gda pending² pengiriman","bagus dan mantap, gda pending² pengiriman","bagus dan mantap, gda pending2 pengiriman","['bagus', 'dan', 'mantap', ',', 'gda', 'pending', '2', 'pengiriman']","['bagus', 'mantap', ',', 'gda', 'pending', '2', 'pengiriman']","['bagus', 'mantap', 'gda', 'pending', '2', 'pengiriman']","['bagus', 'mantap', 'gda', 'pending', '2', 'kirim']","['bagus', 'mantap', 'gda', 'pending', '2', 'kirim']","[('bagus', 'ADJ'), ('mantap', 'NOUN'), ('gda', 'NOUN'), ('pending', 'VERB'), ('2', 'NUM'), ('kirim', 'NOUN')]","[('2', 'CARDINAL')]","[('bagus mantap gda', 'NP'), ('2 kirim', 'NP')]","['bagus', 'mantap', 'gda', 'pending', '2', 'kirim']","['bagus', 'mantap', 'gda', 'pending', '2', 'kirim']","['bagus', 'mantap', 'gda', 'pending', 'two', 'kirim']"
Mika Yla,5,2025-09-07 11:19:33,ok,ok,ok,['ok'],['ok'],['ok'],['ok'],['ok'],"[('ok', 'INTJ')]",[],[],['ok'],['ok'],['Oklahoma']
Elis Lisnawati,5,2025-09-07 11:19:24,sangat bagus transfer ke bank mana pun gratis,sangat bagus transfer ke bank mana pun gratis,sangat bagus transfer ke bank mana pun gratis,"['sangat', 'bagus', 'transfer', 'ke', 'bank', 'mana', 'pun', 'gratis']","['bagus', 'transfer', 'bank', 'gratis']","['bagus', 'transfer', 'bank', 'gratis']","['bagus', 'transfer', 'bank', 'gratis']","['bagus', 'transfer', 'bank', 'gratis']","[('bagus', 'ADJ'), ('transfer', 'NOUN'), ('bank', 'NOUN'), ('gratis', 'NOUN')]",[],"[('bagus transfer bank gratis', 'NP')]","['bagus', 'transfer', 'bank', 'gratis']","['bagus', 'transfer', 'bank', 'gratis']","['bagus', 'transportation', 'bank', 'complimentary']"
Rifal Vazri,5,2025-09-07 11:19:23,keren,keren,keren,['keren'],['keren'],['keren'],['keren'],['keren'],"[('keren', 'PROPN')]",[],"[('keren', 'NP')]",['keren'],['keren'],['keren']
Junaedi Juned,5,2025-09-07 11:18:57,wow...kereeeen bngt dana. transefrran layanannya cepat tanpa lama tanpa ribet..sukses selalu utk dana...trima kasih👌👌🙏👍,wow...kereeeen bngt dana. transefrran layanannya cepat tanpa lama tanpa ribet..sukses selalu utk dana...trima kasih👌👌🙏👍,wow...kereeeen bngt dana. transefrran layanannya cepat tanpa lama tanpa ribet..sukses selalu utk dana...trima kasih👌👌🙏👍,"['wow', '...', 'kereeen', 'bngt', 'dana', '.', 'transefrran', 'layanannya', 'cepat', 'tanpa', 'lama', 'tanpa', 'ribet', '..', 'sukses', 'selalu', 'utk', 'dana', '...', 'trima', 'kasih', '👌', '👌', '🙏', '👍']","['wow', '...', 'kereeen', 'bngt', 'dana', '.', 'transefrran', 'layanannya', 'cepat', 'ribet', '..', 'sukses', 'utk', 'dana', '...', 'trima', 'kasih', '👌', '👌', '🙏', '👍']","['wow', 'kereeen', 'bngt', 'dana', 'transefrran', 'layanannya', 'cepat', 'ribet', 'sukses', 'utk', 'dana', 'trima', 'kasih', '👌', '👌', '🙏', '👍']","['wow', 'kereeen', 'bngt', 'dana', 'transefrran', 'layan', 'cepat', 'ribet', 'sukses', 'utk', 'dana', 'trima', 'kasih', '', '', '', '']","['wow', 'kereeen', 'bngt', 'dana', 'transefrran', 'layan', 'cepat', 'ribet', 'sukses', 'utk', 'dana', 'trima', 'kasih', '', '', '', '']","[('wow', 'INTJ'), ('kereeen', 'NOUN'), ('bngt', 'NOUN'), ('dana', 'PROPN'), ('transefrran', 'VERB'), ('layan', 'ADJ'), ('cepat', 'PROPN'), ('ribet', 'NOUN'), ('sukses', 'NOUN'), ('utk', 'PROPN'), ('dana', 'PROPN'), ('trima', 'PROPN'), ('kasih', 'PROPN'), ('   ', 'SPACE')]","[('kereeen', 'CARDINAL'), ('dana transefrran layan cepat', 'PERSON'), ('utk dana', 'PERSON')]","[('kereeen bngt', 'NP'), ('dana', 'NP'), ('layan cepat ribet sukses', 'NP'), ('utk dana trima kasih', 'NP')]","['wow', 'kereeen', 'bngt', 'dana', 'transefrran', 'layan', 'cepat', 'ribet', 'sukses', 'utk', 'dana', 'trima', 'kasih', '', '', '', '']","['wow', 'kereeen', 'bngt', 'dana', 'transefrran', 'layan', 'cepat', 'ribet', 'sukses', 'utk', 'dana', 'trima', 'kasih', '', '', '', '']","['belly_laugh', 'kereeen', 'bngt', 'Danu', 'transefrran', 'layan', 'cepat', 'ribet', 'sukses', 'utk', 'Danu', 'trima', 'kasih', '', '', '', '']"
Ahmad Khunaeni,5,2025-09-07 11:18:33,sangat membantunya,sangat membantunya,sangat membantunya,"['sangat', 'membantunya']",['membantunya'],['membantunya'],['bantu'],['bantu'],"[('bantu', 'VERB')]",[],[],['bantu'],['bantu'],['Bantu']
agus Siswanto,5,2025-09-07 11:17:53,praktis segala ada,praktis segala ada,praktis segala ada,"['praktis', 'segala', 'ada']",['praktis'],['praktis'],['praktis'],['praktis'],"[('praktis', 'NOUN')]",[],"[('praktis', 'NP')]",['praktis'],['praktis'],['praktis']
alfian ashafani,5,2025-09-07 11:15:58,"sudah update terus ke versi terbaru, sudah premium, Sudah sering banget transaksi lewat apk dana, tapi masih saja belum dikasih paylater","sudah update terus ke versi terbaru, sudah premium, sudah sering banget transaksi lewat apk dana, tapi masih saja belum dikasih paylater","sudah update terus ke versi terbaru, sudah premium, sudah sering banget transaksi lewat apk dana, tapi masih saja belum dikasih paylater","['sudah', 'update', 'terus', 'ke', 'versi', 'terbaru', ',', 'sudah', 'premium', ',', 'sudah', 'sering', 'banget', 'transaksi', 'lewat', 'apk', 'dana', ',', 'tapi', 'masih', 'saja', 'belum', 'dikasih', 'paylater']","['update', 'versi', 'terbaru', ',', 'premium', ',', 'banget', 'transaksi', 'apk', 'dana', ',', 'dikasih', 'paylater']","['update', 'versi', 'terbaru', 'premium', 'banget', 'transaksi', 'apk', 'dana', 'dikasih', 'paylater']","['update', 'versi', 'baru', 'premium', 'banget', 'transaksi', 'apk', 'dana', 'kasih', 'paylater']","['update', 'versi', 'baru', 'premium', 'banget', 'transaksi', 'apk', 'dana', 'kasih', 'paylater']","[('update', 'NOUN'), ('versi', 'PROPN'), ('baru', 'PROPN'), ('premium', 'PROPN'), ('banget', 'VERB'), ('transaksi', 'PROPN'), ('apk', 'PROPN'), ('dana', 'PROPN'), ('kasih', 'PROPN'), ('paylater', 'PROPN')]","[('dana kasih', 'PERSON')]","[('update versi baru premium', 'NP'), ('transaksi apk dana kasih paylater', 'NP')]","['update', 'versi', 'baru', 'premium', 'banget', 'transaksi', 'apk', 'dana', 'kasih', 'paylater']","['update', 'versi', 'baru', 'premium', 'banget', 'transaksi', 'apk', 'dana', 'kasih', 'paylater']","['update', 'versi', 'baru', 'premium', 'banget', 'transaksi', 'apk', 'Danu', 'kasih', 'paylater']"
Kelapa Tua,5,2025-09-07 11:14:19,Sangat penting,sangat penting,sangat penting,"['sangat', 'penting']",[],[],[],[],[],[],[],[],[],[]
Jarotalridho Ridho,5,2025-09-07 11:14:03,saya sudah lama mengunakan dana kok GK ada pinjaman paylater,saya sudah lama mengunakan dana kok gk ada pinjaman paylater,saya sudah lama mengunakan dana kok gk ada pinjaman paylater,"['saya', 'sudah', 'lama', 'mengunakan', 'dana', 'kok', 'gk', 'ada', 'pinjaman', 'paylater']","['mengunakan', 'dana', 'gk', 'pinjaman', 'paylater']","['mengunakan', 'dana', 'gk', 'pinjaman', 'paylater']","['mengunakan', 'dana', 'gk', 'pinjam', 'paylater']","['mengunakan', 'dana', 'gk', 'pinjam', 'paylater']","[('mengunakan', 'PROPN'), ('dana', 'PROPN'), ('gk', 'PROPN'), ('pinjam', 'PROPN'), ('paylater', 'NOUN')]","[('mengunakan dana gk pinjam paylater', 'PERSON')]","[('mengunakan dana gk', 'NP'), ('paylater', 'NP')]","['mengunakan', 'dana', 'tidak', 'pinjam', 'paylater']","['mengunakan', 'dana', 'tidak', 'pinjam', 'paylater']","['mengunakan', 'Danu', 'tidak', 'pinjam', 'paylater']"
Nurjanah Janah,5,2025-09-07 11:12:41,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
aezak mira,1,2025-09-07 11:12:34,parah2 lemot mau cek aktivitas butuh bukti pembayaran ke orang kacau2,parah2 lemot mau cek aktivitas butuh bukti pembayaran ke orang kacau2,parah2 lemot mau cek aktivitas butuh bukti pembayaran ke orang kacau2,"['parah', '2', 'lemot', 'mau', 'cek', 'aktivitas', 'butuh', 'bukti', 'pembayaran', 'ke', 'orang', 'kacau', '2']","['parah', '2', 'lemot', 'cek', 'aktivitas', 'butuh', 'bukti', 'pembayaran', 'orang', 'kacau', '2']","['parah', '2', 'lemot', 'cek', 'aktivitas', 'butuh', 'bukti', 'pembayaran', 'orang', 'kacau', '2']","['parah', '2', 'lot', 'cek', 'aktivitas', 'butuh', 'bukti', 'bayar', 'orang', 'kacau', '2']","['parah', '2', 'lot', 'cek', 'aktivitas', 'butuh', 'bukti', 'bayar', 'orang', 'kacau', '2']","[('parah', 'VERB'), ('2', 'NUM'), ('lot', 'NOUN'), ('cek', 'NOUN'), ('aktivitas', 'PROPN'), ('butuh', 'PROPN'), ('bukti', 'PROPN'), ('bayar', 'PROPN'), ('orang', 'PROPN'), ('kacau', 'PROPN'), ('2', 'NUM')]","[('2', 'CARDINAL'), ('orang kacau', 'PERSON'), ('2', 'CARDINAL')]","[('2 lot cek aktivitas', 'NP'), ('bukti bayar orang kacau', 'NP')]","['parah', '2', 'lot', 'cek', 'aktivitas', 'butuh', 'bukti', 'bayar', 'orang', 'kacau', '2']","['parah', '2', 'lot', 'cek', 'aktivitas', 'butuh', 'bukti', 'bayar', 'orang', 'kacau', '2']","['parah', 'two', 'batch', 'cek', 'aktivitas', 'butuh', 'bukti', 'bayar', 'orangutan', 'kacau', 'two']"
nong,5,2025-09-07 11:12:14,Very good,very good,very good,"['very', 'good']",['good'],['good'],['good'],['good'],"[('good', 'ADJ')]",[],[],['good'],['good'],['good']
Iqral Lathif,4,2025-09-07 11:11:24,baik,baik,baik,['baik'],[],[],[],[],[],[],[],[],[],[]
Raditia Saputra,5,2025-09-07 11:09:51,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],['bagus'],['bagus'],"[('bagus', 'PROPN')]",[],"[('bagus', 'NP')]",['bagus'],['bagus'],['bagus']
WAHYU PRAWIRANEGARA,5,2025-09-07 11:09:33,ok bnget kirim uang dengan cepat👍👍👍👍👍,ok bnget kirim uang dengan cepat👍👍👍👍👍,ok bnget kirim uang dengan cepat👍👍👍👍👍,"['ok', 'bnget', 'kirim', 'uang', 'dengan', 'cepat', '👍', '👍', '👍']","['ok', 'bnget', 'kirim', 'uang', 'cepat', '👍', '👍', '👍']","['ok', 'bnget', 'kirim', 'uang', 'cepat', '👍', '👍', '👍']","['ok', 'bnget', 'kirim', 'uang', 'cepat', '', '', '']","['ok', 'bnget', 'kirim', 'uang', 'cepat', '', '', '']","[('ok', 'INTJ'), ('bnget', 'PROPN'), ('kirim', 'NOUN'), ('uang', 'PROPN'), ('cepat', 'PROPN'), ('  ', 'SPACE')]","[('uang cepat', 'PERSON')]","[('ok bnget kirim uang cepat', 'NP')]","['ok', 'bnget', 'kirim', 'uang', 'cepat', '', '', '']","['ok', 'bnget', 'kirim', 'uang', 'cepat', '', '', '']","['Oklahoma', 'bnget', 'kirim', 'uang', 'cepat', '', '', '']"
As Ridho,5,2025-09-07 11:06:16,kenapa akun lama tidak bisa login ya padahal sudah verifikasi wajah sma sidik jari tolong dibantu dong,kenapa akun lama tidak bisa login ya padahal sudah verifikasi wajah sma sidik jari tolong dibantu dong,kenapa akun lama tidak bisa login ya padahal sudah verifikasi wajah sma sidik jari tolong dibantu dong,"['kenapa', 'akun', 'lama', 'tidak', 'bisa', 'login', 'ya', 'padahal', 'sudah', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'dibantu', 'dong']","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'dibantu']","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'dibantu']","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'bantu']","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'bantu']","[('akun', 'NOUN'), ('login', 'VERB'), ('ya', 'PRON'), ('verifikasi', 'PROPN'), ('wajah', 'PROPN'), ('sma', 'PROPN'), ('sidik', 'NOUN'), ('jari', 'PROPN'), ('tolong', 'PROPN'), ('bantu', 'PROPN')]","[('login ya verifikasi', 'PERSON'), ('jari tolong', 'ORG')]","[('akun', 'NP'), ('ya', 'NP')]","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'bantu']","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'bantu']","['akun', 'login', 'ya', 'verifikasi', 'wajah', 'sma', 'sidik', 'jari', 'tolong', 'Bantu']"
Rachmat Agung,5,2025-09-07 11:05:35,saya gak bisa buka aplikasi dana nya tolong kak,saya gak bisa buka aplikasi dana nya tolong kak,saya gak bisa buka aplikasi dana nya tolong kak,"['saya', 'gak', 'bisa', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","['gak', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","['gak', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","['gak', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","['gak', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","[('gak', 'PROPN'), ('buka', 'PROPN'), ('aplikasi', 'PROPN'), ('dana', 'PROPN'), ('nya', 'PROPN'), ('tolong', 'PROPN'), ('kak', 'PROPN')]","[('gak buka', 'ORG'), ('dana nya', 'PERSON')]","[('gak buka aplikasi dana nya tolong kak', 'NP')]","['gak', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","['gak', 'buka', 'aplikasi', 'dana', 'nya', 'tolong', 'kak']","['gak', 'buka', 'aplikasi', 'Danu', 'nya', 'tolong', 'kak']"
